Identifiant,target,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee
7710,0,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,700,2,1922,0,3,13208
4651,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1842,1,1988,0,   .,5023
10178,0,2016,"0,99726776",0,V,N,2,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,250,1,1900,0.6,3,17168
14812,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2270,2,1960,0,   .,13209
11640,0,2013,"0,747945205",1,O,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6209,3,1960,0,   .,92062
10662,0,2015,"0,98630137",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,250,2,1900,0,5,83058
16570,0,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,3182,3,2005,0,3,33069
11563,0,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1475,2,1988,0,   .,68297
4018,1,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1254,1,1960,0,   .,5023
13273,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1040,4,1960,0,   .,75116
10129,0,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100,2,1960,0,   .,13206
376,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1120,1,1980,0,   .,36044
4670,0,2013,"0,747945205",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,388,2,1960,0,   .,64122
9600,0,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,4915,2,1960,0,>=10,13204
8602,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,936,4,,0,   .,6029
6,0,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,190,2,1980,0,   .,38133
13728,0,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1700,2,1970,0,3,30133
15746,0,2015,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2910,3,1930,0,8,92025
13815,0,2016,"0,967213115",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,330,1,1960,0,   .,45234
15769,0,2012,"0,74863388",0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,1,2009,V,   .,
17434,0,2012,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,100,1,1996,0,1,91692
431,0,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,390,2,1900,0,3,13205
5171,1,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2968,1,1988,0,   .,84007
8356,1,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2500,3,1987,0.6,5,2A004
11879,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2067,1,1980,0,   .,43157
9589,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000,2,1960,0,   .,13204
1465,0,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1025,2,1975,0,3,21231
17918,1,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1127,4,1930,0,6,75117
16271,1,2016,"0,99726776",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,4020,2,1970,0,5,83009
11199,0,2013,"0,221917808",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,370,2,1980,0,   .,34032
10109,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,375,2,1930,0,3,66136
10845,0,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550,3,1960,0,   .,33063
10936,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1722,3,1960,0,   .,54395
17817,0,2012,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,830,2,1985,0,3,64125
9369,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,3,,0,   .,92073
9264,1,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,570,2,1960,0,   .,95252
6621,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,3,1960,0,   .,92004
12431,0,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1358,2,2007,0.3,4,59122
14200,1,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1137,2,1988,0,   .,77243
2428,0,2016,"0,99726776",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,400,1,1980,0,3,63014
3828,0,2014,"0,210958904",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6500,2,1960,0,   .,51454
1181,0,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150,1,1980,0,   .,86194
11430,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2530,3,1960,0,   .,2A004
10051,0,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,400,2,1890,0,4,34301
10210,0,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2127,1,1980,0,   .,84137
10317,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,2,1960,0,   .,13206
19272,0,2013,"0,345205479",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1306,2,2011,0.3,3,77288
2695,1,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,6510,1,1988,0.3,7,5061
7300,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,310,3,1960,0,   .,54395
11189,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2170,2,1988,0,   .,26198
18165,0,2016,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,7678,1,1994,0,6,73222
9908,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1400,3,1991,0,2,2A247
7070,0,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,710,2,1960,0,   .,13208
8458,0,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2000,4,1954,0,4,6121
1166,0,2013,"0,221917808",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,238,1,1980,0,   .,86194
15161,0,2012,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1500,3,1960,0,6,94068
4881,0,2016,"0,87431694",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200,3,1980,0,   .,38185
18509,1,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,800,4,1900,1,7,6088
14444,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1416,1,1980,0,   .,55545
9092,0,2013,"0,326027397",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,750,2,,0,   .,59295
10634,0,2013,"0,624657534",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600,2,1980,0,   .,38185
9609,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100,2,1960,0,   .,13201
13194,1,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,670,4,1980,0,   .,6088
7366,0,2013,"0,052054795",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,1,1960,0,   .,88383
16843,1,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1228,2,2000,0,3,78545
3833,0,2014,"0,747945205",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8500,2,1980,0,   .,14117
9657,0,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1200,2,1950,0,3,13207
5391,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4365,1,1980,0,   .,19031
15247,0,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,eff,2,1200,2,1900,0,6,13201
14442,0,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,480,2,1980,0,   .,51454
7675,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,924,2,1980,0,   .,31424
8731,0,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,684,4,,0,   .,6088
5697,0,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,150,4,1900,0.3,2,75120
18384,0,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2367,1,1850,0,3,17299
17654,0,2012,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2000,3,1950,0,8,92012
7829,0,2014,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,570,2,1960,0.3,3,39487
15728,0,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1200,4,1975,0,5,6104
13439,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100,3,1960,0,   .,92004
5328,1,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1140,4,,0,   .,75109
7156,1,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2250,1,1980,0,   .,43157
13528,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2240,3,1980,0,   .,2B033
13240,1,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,175,1,1960,0,   .,45234
10764,0,2013,"0,747945205",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,300,1,1950,0,3,15014
8626,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,300,1,1960,0,3,73051
10200,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,2,1960,0,   .,13204
2177,1,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5385,4,1980,0,   .,6088
18404,0,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,500,3,1900,0.3,4,59512
11887,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2300,1,1980,0,   .,86194
8868,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,483,4,,0,   .,6083
975,1,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4500,1,1980,0,   .,72132
8966,0,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,286,2,1960,0,   .,31555
9883,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300,2,1980,0,   .,63113
8571,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3080,4,,0,   .,6004
2365,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,915,2,1988,0,2,83119
8758,1,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2905,4,1950,0,7,6088
9334,0,2014,1,1,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,1050,3,1960,0,7,94067
3106,0,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1619,4,1980,0,   .,6083
11446,0,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1474,2,1960,0,   .,34189
172,0,2012,"0,778688525",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,110,2,1980,0,   .,31555
1475,0,2012,"0,038251366",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,160,2,,0,   .,31555
5943,0,2012,1,0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,1,450,1,1900,0,5,84007
7086,0,2012,1,1,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1340,3,1950,0.6,5,94081
346,0,2015,"0,997260274",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,870,2,1980,0,   .,21231
10666,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,750,2,,0,   .,13201
15281,0,2015,"0,323287671",1,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,3564,4,1953,1,>=10,75116
16619,0,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1125,3,1977,0.3,4,92024
9249,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2160,2,,0,   .,59295
9199,0,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,2,,0,   .,13986
10824,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1820,3,1988,0,   .,64483
3968,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2597,1,1980,0,   .,43251
9376,0,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,1,1110,2,1985,0,4,78688
13701,1,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,250,3,1850,0.6,4,33063
17762,0,2015,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,300,3,1900,0.3,5,93055
615,0,2014,"0,161643836",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,360,1,1950,0,3,91223
6790,0,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,3,1960,0,   .,93070
7478,0,2013,1,0,N,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2590,1,1960,0,5,13056
5040,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,2,1960,0,   .,13201
14798,1,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2100,1,1988,0,   .,13021
11111,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,2,1988,0,   .,38451
2066,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1220,2,1960,0,   .,13206
3976,0,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,720,2,1960,0.6,5,63113
5531,0,2015,"0,695890411",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,923,4,1980,0,   .,6094
8044,0,2012,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,60,2,,0,   .,59646
14103,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550,4,1960,0,   .,75118
18366,0,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,5640,1,2012,0,7,74012
7479,1,2015,1,0,N,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2590,1,1960,0,5,13056
16775,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2100,1,2002,0.3,4,74143
6094,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1091,2,1988,0,   .,77390
8534,1,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4634,4,,0,   .,6004
11082,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,2,1988,0,   .,83009
12044,1,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,4,1960,0,   .,75111
5570,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,10426,2,1980,0,   .,38563
6775,0,2013,"0,150684932",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,292,1,1960,0,   .,13028
225,1,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2897,2,1980,0,   .,14118
0,0,2013,"0,350684932",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,384,2,1980,0,   .,26362
7390,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2830,1,1988,0,   .,1143
4004,0,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6984,4,1980,0,   .,6083
16640,1,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,1430,3,1900,0,3,33063
9712,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3133,2,1980,0,   .,83107
3108,0,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,826,4,1980,0,   .,6083
10589,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,2,1988,0,   .,63113
11612,0,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1344,2,1988,0,   .,38567
2698,1,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3594,2,1980,0,   .,42218
18747,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,350,1,1951,0.3,3,74056
12127,0,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3062,2,1980,0,3,83042
19100,1,2016,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,4200,3,1970,0.3,9,2A004
238,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,236,2,1960,0,   .,77152
14867,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,2008,V,   .,
6211,0,2014,"0,97260274",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1485,2,,0,   .,57049
10338,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,2,,0,   .,66136
16984,0,2014,"0,580821918",0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,1,1900,V,   .,
12371,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,100,2,1960,0,   .,13205
10728,0,2013,"0,915068493",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,998,2,1960,0,   .,13202
17848,1,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,730,2,1987,0,5,83061
18984,1,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,280,2,1960,0,4,38185
18813,0,2012,"0,341530055",0,V,N,3,O,1,O,O,N,N,O,AUTRE,IDENTIQUE,V,base,1,470,2,1900,0.3,4,78361
10166,0,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,840,4,1965,0,4,6157
4727,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,942,2,1960,0,   .,42218
9005,1,2014,1,0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,6790,4,1975,0.6,7,75106
9587,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,2,1960,0,   .,13201
9247,0,2014,"0,334246575",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,804,2,,0,   .,59295
19676,0,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1011,2,2014,0.6,3,62300
8028,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1720,1,,0,   .,35288
7118,1,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1440,4,,0,   .,75102
12802,1,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3947,2,1988,0,   .,69241
19411,0,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,325,2,1930,0.6,4,13205
15915,0,2013,"0,18630137",1,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,1344,3,1900,0,5,33063
17075,0,2014,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,350,3,1930,0,4,92009
19034,1,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2130,2,1976,0,4,56107
17894,0,2016,"0,99726776",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1988,3,2004,0,3,83137
19266,0,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,2013,V,   .,
34,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,580,2,1960,0,   .,69297
11247,0,2012,"0,74863388",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3524,2,1960,0,   .,62525
4163,1,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5237,3,,0,   .,92014
13356,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2100,1,1980,0,   .,15900
4512,0,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1325,4,1980,0,   .,6083
3781,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,1,1960,0,   .,74081
9292,0,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1155,4,,0,   .,75120
16866,0,2015,"0,997260274",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,1,186,2,1940,0,2,83069
5819,1,2014,"0,745205479",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3600,1,1980,0,   .,21278
9282,0,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350,4,,0,   .,75118
13296,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,2,1980,0,   .,83112
6098,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6800,2,1960,0,   .,13208
1201,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800,1,1960,0,   .,71270
10345,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000,2,,0,   .,51454
8268,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1080,3,,0,   .,2B033
5669,1,2015,0,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,4,,0,   .,75116
11406,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2700,1,1980,0,   .,58095
2158,0,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800,4,1960,0,   .,6088
10220,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,2,,0,   .,31042
5004,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1508,2,1980,0,   .,29232
3738,1,2014,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,5873,2,1970,0,>=10,13209
7149,1,2012,"0,827868852",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,2,1988,0,   .,64122
15636,0,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,750,2,1977,0,3,83129
4552,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1,3,1980,0,   .,92078
6989,1,2013,1,1,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,pi,2,211,1,1920,0,3,73015
4351,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,2,1960,0,   .,69385
10265,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1650,2,1980,0,   .,80021
2926,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,2,1980,0,   .,34172
3778,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250,2,1980,0,   .,14118
6788,1,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100,3,1960,0,   .,94037
7458,1,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3000,3,1980,0,   .,38185
10620,1,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,450,2,1950,0,1,83061
15312,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,960,2,1999,0,2,38239
4469,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1900,2,1960,0,   .,51454
15523,0,2015,"0,983561644",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,6053,2,2008,0,3,31506
534,1,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900,4,1980,0,   .,6088
6591,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,1,1960,0,   .,46102
4819,1,2015,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,858,3,1900,0,4,92049
6866,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450,4,1980,0,   .,6088
9768,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4500,3,,0,   .,2A004
9956,0,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,290,1,,0,   .,13039
8999,1,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,850,4,1920,0,4,75117
17110,0,2012,1,1,V,N,1,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,effpi,2,1908,4,1920,0,6,6088
6628,1,2013,"0,893150685",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1125,2,1960,0,4,30189
19046,1,2015,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,1,3875,3,1970,0,5,94068
11146,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,832,4,1900,0,5,75105
18016,1,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,550,4,1930,0,5,6012
19768,0,2015,"0,268493151",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,160,1,1967,0,1,33529
11648,0,2012,"0,759562842",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,783,2,1980,0,3,38205
